,event_type,log_feature,volume,resource_type,severity_type
24090,event_type 35,feature 233,2,resource_type 2,severity_type 2
24091,event_type 35,feature 232,1,resource_type 2,severity_type 2
24092,event_type 21,feature 285,149,resource_type 2,severity_type 1
24093,event_type 11,feature 73,2,resource_type 8,severity_type 1
24094,event_type 11,feature 54,2,resource_type 2,severity_type 1
24095,event_type 34,feature 230,1,resource_type 2,severity_type 2
24096,event_type 35,feature 312,1,resource_type 2,severity_type 2
24097,event_type 35,feature 227,3,resource_type 2,severity_type 2
24098,event_type 35,feature 181,1,resource_type 8,severity_type 1
24099,event_type 35,feature 219,1,resource_type 2,severity_type 1
24100,event_type 13,feature 223,4,resource_type 7,severity_type 1
24101,event_type 15,feature 82,18,resource_type 8,severity_type 2
24102,event_type 15,feature 82,9,resource_type 8,severity_type 1
24103,event_type 13,feature 134,1,resource_type 4,severity_type 1
24104,event_type 34,feature 312,35,resource_type 2,severity_type 2
24105,event_type 35,feature 234,63,resource_type 2,severity_type 2
24106,event_type 35,feature 315,1,resource_type 2,severity_type 2
24107,event_type 35,feature 312,3,resource_type 2,severity_type 2
24108,event_type 35,feature 232,30,resource_type 2,severity_type 2
24109,event_type 34,feature 232,6,resource_type 2,severity_type 2
24110,event_type 11,feature 164,1,resource_type 8,severity_type 1
24111,event_type 23,feature 306,2,resource_type 7,severity_type 1
24112,event_type 34,feature 227,5,resource_type 2,severity_type 2
24113,event_type 34,feature 312,13,resource_type 2,severity_type 2
24114,event_type 11,feature 82,50,resource_type 8,severity_type 1
24115,event_type 11,feature 80,1,resource_type 8,severity_type 1
24116,event_type 44,feature 290,1,resource_type 2,severity_type 1
24117,event_type 54,feature 201,1,resource_type 8,severity_type 1
24118,event_type 35,feature 232,5,resource_type 2,severity_type 2
24119,event_type 53,feature 289,14,resource_type 2,severity_type 1
24120,event_type 22,feature 134,1,resource_type 7,severity_type 1
24121,event_type 34,feature 234,13,resource_type 2,severity_type 2
24122,event_type 35,feature 312,16,resource_type 2,severity_type 2
24123,event_type 34,feature 312,1,resource_type 8,severity_type 1
24124,event_type 13,feature 179,4,resource_type 4,severity_type 1
24125,event_type 20,feature 90,1,resource_type 2,severity_type 1
24126,event_type 20,feature 134,1,resource_type 2,severity_type 1
24127,event_type 15,feature 80,1,resource_type 8,severity_type 1
24128,event_type 35,feature 315,15,resource_type 2,severity_type 2
24129,event_type 11,feature 54,2,resource_type 4,severity_type 2
24130,event_type 35,feature 314,20,resource_type 2,severity_type 2
24131,event_type 35,feature 313,4,resource_type 2,severity_type 2
24132,event_type 11,feature 82,30,resource_type 8,severity_type 1
24133,event_type 34,feature 235,1,resource_type 2,severity_type 2
24134,event_type 13,feature 54,1,resource_type 10,severity_type 1
24135,event_type 11,feature 80,3,resource_type 8,severity_type 1
24136,event_type 34,feature 232,5,resource_type 2,severity_type 2
24137,event_type 20,feature 358,1,resource_type 2,severity_type 1
24138,event_type 44,feature 375,1,resource_type 2,severity_type 1
24139,event_type 35,feature 312,1,resource_type 2,severity_type 2
24140,event_type 35,feature 313,1,resource_type 2,severity_type 2
24141,event_type 3,feature 80,5,resource_type 8,severity_type 1
24142,event_type 44,feature 376,2,resource_type 2,severity_type 1
24143,event_type 18,feature 68,1,resource_type 8,severity_type 1
24144,event_type 13,feature 68,21,resource_type 2,severity_type 1
24145,event_type 34,feature 232,2,resource_type 2,severity_type 2
24146,event_type 54,feature 80,2,resource_type 2,severity_type 1
24147,event_type 20,feature 172,1,resource_type 2,severity_type 1
24148,event_type 15,feature 203,2,resource_type 8,severity_type 2
24149,event_type 11,feature 39,7,resource_type 9,severity_type 1
24150,event_type 34,feature 228,22,resource_type 2,severity_type 2
24151,event_type 54,feature 82,13,resource_type 8,severity_type 1
24152,event_type 11,feature 195,4,resource_type 8,severity_type 1
24153,event_type 11,feature 227,1,resource_type 8,severity_type 1
24154,event_type 13,feature 345,1,resource_type 2,severity_type 1
24155,event_type 35,feature 312,3,resource_type 2,severity_type 1
24156,event_type 34,feature 313,3,resource_type 2,severity_type 2
24157,event_type 11,feature 82,1,resource_type 8,severity_type 1
24158,event_type 14,feature 68,5,resource_type 6,severity_type 1
24159,event_type 11,feature 220,1,resource_type 2,severity_type 1
24160,event_type 15,feature 203,4,resource_type 2,severity_type 1
24161,event_type 35,feature 232,16,resource_type 2,severity_type 2
24162,event_type 23,feature 306,1,resource_type 8,severity_type 1
24163,event_type 11,feature 73,21,resource_type 8,severity_type 1
24164,event_type 34,feature 312,110,resource_type 2,severity_type 2
24165,event_type 11,feature 71,4,resource_type 8,severity_type 1
24166,event_type 35,feature 308,1,resource_type 2,severity_type 2
24167,event_type 20,feature 170,5,resource_type 8,severity_type 1
24168,event_type 35,feature 307,1,resource_type 2,severity_type 2
24169,event_type 14,feature 54,13,resource_type 4,severity_type 1
24170,event_type 20,feature 209,1,resource_type 8,severity_type 1
24171,event_type 11,feature 81,1,resource_type 8,severity_type 2
24172,event_type 23,feature 75,2,resource_type 8,severity_type 2
24173,event_type 7,feature 203,33,resource_type 1,severity_type 1
24174,event_type 54,feature 203,16,resource_type 2,severity_type 1
24175,event_type 11,feature 203,40,resource_type 8,severity_type 1
24176,event_type 11,feature 54,6,resource_type 8,severity_type 1
24177,event_type 15,feature 71,5,resource_type 8,severity_type 2
24178,event_type 34,feature 229,52,resource_type 2,severity_type 2
24179,event_type 11,feature 295,1,resource_type 2,severity_type 1
24180,event_type 54,feature 71,4,resource_type 2,severity_type 1
24181,event_type 11,feature 193,7,resource_type 8,severity_type 1
24182,event_type 11,feature 70,7,resource_type 8,severity_type 1
24183,event_type 11,feature 304,1,resource_type 8,severity_type 1
24184,event_type 11,feature 347,2,resource_type 4,severity_type 1
24185,event_type 34,feature 312,31,resource_type 2,severity_type 2
24186,event_type 34,feature 232,7,resource_type 2,severity_type 2
24187,event_type 11,feature 306,2,resource_type 8,severity_type 2
24188,event_type 20,feature 219,2,resource_type 2,severity_type 1
24189,event_type 35,feature 309,1,resource_type 2,severity_type 2
24190,event_type 18,feature 266,1,resource_type 10,severity_type 1
24191,event_type 35,feature 227,1,resource_type 2,severity_type 2
24192,event_type 11,feature 82,18,resource_type 8,severity_type 1
24193,event_type 11,feature 54,1,resource_type 2,severity_type 1
24194,event_type 44,feature 291,6,resource_type 2,severity_type 1
24195,event_type 11,feature 75,1,resource_type 7,severity_type 1
24196,event_type 7,feature 56,2,resource_type 8,severity_type 2
24197,event_type 22,feature 306,6,resource_type 7,severity_type 2
24198,event_type 35,feature 315,2,resource_type 2,severity_type 2
24199,event_type 35,feature 232,2,resource_type 2,severity_type 2
24200,event_type 11,feature 222,1,resource_type 8,severity_type 1
24201,event_type 11,feature 273,6,resource_type 4,severity_type 1
24202,event_type 11,feature 86,1,resource_type 8,severity_type 1
24203,event_type 11,feature 240,2,resource_type 8,severity_type 1
24204,event_type 15,feature 80,2,resource_type 1,severity_type 2
24205,event_type 11,feature 170,1,resource_type 8,severity_type 1
24206,event_type 34,feature 313,1,resource_type 2,severity_type 2
24207,event_type 5,feature 139,2,resource_type 1,severity_type 1
24208,event_type 15,feature 82,10,resource_type 8,severity_type 1
24209,event_type 13,feature 68,1,resource_type 6,severity_type 1
24210,event_type 42,feature 376,29,resource_type 2,severity_type 1
24211,event_type 11,feature 217,1,resource_type 3,severity_type 1
24212,event_type 34,feature 232,2,resource_type 2,severity_type 2
24213,event_type 23,feature 134,1,resource_type 7,severity_type 1
24214,event_type 20,feature 312,5,resource_type 2,severity_type 1
24215,event_type 15,feature 193,1,resource_type 2,severity_type 1
24216,event_type 11,feature 170,1,resource_type 4,severity_type 2
24217,event_type 20,feature 82,4,resource_type 2,severity_type 1
24218,event_type 35,feature 219,1,resource_type 2,severity_type 1
24219,event_type 34,feature 134,1,resource_type 2,severity_type 1
24220,event_type 35,feature 233,6,resource_type 2,severity_type 2
24221,event_type 11,feature 170,3,resource_type 7,severity_type 1
24222,event_type 36,feature 181,1,resource_type 8,severity_type 1
24223,event_type 35,feature 233,9,resource_type 2,severity_type 2
24224,event_type 35,feature 228,14,resource_type 2,severity_type 2
24225,event_type 23,feature 30,1,resource_type 8,severity_type 1
24226,event_type 23,feature 197,2,resource_type 7,severity_type 2
24227,event_type 19,feature 297,1,resource_type 8,severity_type 1
24228,event_type 34,feature 315,13,resource_type 2,severity_type 2
24229,event_type 34,feature 312,5,resource_type 2,severity_type 2
24230,event_type 15,feature 80,4,resource_type 8,severity_type 2
24231,event_type 54,feature 360,2,resource_type 2,severity_type 4
24232,event_type 34,feature 312,102,resource_type 2,severity_type 2
24233,event_type 35,feature 312,10,resource_type 2,severity_type 2
24234,event_type 13,feature 345,2,resource_type 4,severity_type 1
24235,event_type 15,feature 82,12,resource_type 8,severity_type 2
24236,event_type 11,feature 222,1,resource_type 7,severity_type 2
24237,event_type 11,feature 135,1,resource_type 2,severity_type 1
24238,event_type 34,feature 232,4,resource_type 2,severity_type 2
24239,event_type 34,feature 232,1,resource_type 2,severity_type 2
24240,event_type 20,feature 212,1,resource_type 2,severity_type 1
24241,event_type 15,feature 172,2,resource_type 8,severity_type 1
24242,event_type 15,feature 52,1,resource_type 2,severity_type 1
24243,event_type 35,feature 227,1,resource_type 2,severity_type 2
24244,event_type 34,feature 308,6,resource_type 2,severity_type 2
24245,event_type 22,feature 304,6,resource_type 8,severity_type 1
24246,event_type 34,feature 234,6,resource_type 2,severity_type 2
24247,event_type 11,feature 273,2,resource_type 6,severity_type 1
24248,event_type 11,feature 202,3,resource_type 8,severity_type 1
24249,event_type 35,feature 228,1,resource_type 2,severity_type 2
24250,event_type 20,feature 307,1,resource_type 8,severity_type 1
24251,event_type 34,feature 313,3,resource_type 2,severity_type 2
24252,event_type 35,feature 232,8,resource_type 2,severity_type 2
24253,event_type 34,feature 232,1,resource_type 2,severity_type 2
24254,event_type 35,feature 312,16,resource_type 2,severity_type 2
24255,event_type 43,feature 288,1,resource_type 2,severity_type 1
24256,event_type 35,feature 232,5,resource_type 2,severity_type 2
24257,event_type 35,feature 307,1,resource_type 2,severity_type 2
24258,event_type 13,feature 306,1,resource_type 8,severity_type 1
24259,event_type 34,feature 228,37,resource_type 2,severity_type 2
24260,event_type 35,feature 228,18,resource_type 2,severity_type 2
24261,event_type 34,feature 232,1,resource_type 2,severity_type 2
24262,event_type 34,feature 312,2,resource_type 2,severity_type 2
24263,event_type 20,feature 135,1,resource_type 7,severity_type 1
24264,event_type 22,feature 134,1,resource_type 8,severity_type 1
24265,event_type 23,feature 134,1,resource_type 7,severity_type 1
24266,event_type 34,feature 309,1,resource_type 2,severity_type 2
24267,event_type 35,feature 233,4,resource_type 2,severity_type 2
24268,event_type 11,feature 134,3,resource_type 2,severity_type 1
24269,event_type 30,feature 133,1,resource_type 9,severity_type 5
24270,event_type 34,feature 181,1,resource_type 2,severity_type 2
24271,event_type 35,feature 314,1,resource_type 2,severity_type 2
24272,event_type 36,feature 237,1,resource_type 2,severity_type 1
24273,event_type 34,feature 233,3,resource_type 8,severity_type 1
24274,event_type 11,feature 198,3,resource_type 8,severity_type 1
24275,event_type 11,feature 134,1,resource_type 5,severity_type 1
24276,event_type 11,feature 73,124,resource_type 8,severity_type 1
24277,event_type 11,feature 74,2,resource_type 2,severity_type 1
24278,event_type 34,feature 232,1,resource_type 2,severity_type 2
24279,event_type 11,feature 232,1,resource_type 2,severity_type 2
24280,event_type 11,feature 58,1,resource_type 2,severity_type 1
24281,event_type 45,feature 368,94,resource_type 2,severity_type 1
24282,event_type 34,feature 232,1,resource_type 2,severity_type 2
24283,event_type 34,feature 312,17,resource_type 2,severity_type 2
24284,event_type 34,feature 211,1,resource_type 2,severity_type 1
24285,event_type 11,feature 171,2,resource_type 8,severity_type 1
24286,event_type 15,feature 68,6,resource_type 1,severity_type 2
24287,event_type 34,feature 94,1,resource_type 2,severity_type 1
24288,event_type 54,feature 80,349,resource_type 8,severity_type 1
24289,event_type 15,feature 56,4,resource_type 8,severity_type 1
24290,event_type 43,feature 283,18,resource_type 2,severity_type 1
24291,event_type 35,feature 307,1,resource_type 2,severity_type 4
24292,event_type 14,feature 47,1,resource_type 4,severity_type 1
24293,event_type 34,feature 312,4,resource_type 2,severity_type 2
24294,event_type 35,feature 301,1,resource_type 2,severity_type 1
24295,event_type 11,feature 273,1,resource_type 10,severity_type 1
24296,event_type 42,feature 368,35,resource_type 2,severity_type 1
24297,event_type 34,feature 232,3,resource_type 2,severity_type 1
24298,event_type 34,feature 310,3,resource_type 2,severity_type 2
24299,event_type 34,feature 134,1,resource_type 2,severity_type 1
24300,event_type 23,feature 306,1,resource_type 7,severity_type 1
24301,event_type 35,feature 312,94,resource_type 2,severity_type 2
24302,event_type 14,feature 273,4,resource_type 4,severity_type 1
24303,event_type 14,feature 304,6,resource_type 6,severity_type 1
24304,event_type 20,feature 219,1,resource_type 2,severity_type 1
24305,event_type 11,feature 71,1,resource_type 8,severity_type 1
24306,event_type 35,feature 315,17,resource_type 2,severity_type 2
24307,event_type 43,feature 291,1,resource_type 2,severity_type 1
